DATE,model,train_size,is_stress,regime_label,actual_chargeoff,pred_chargeoff_raw,pred_chargeoff,forecast_error,actual_pd_q,actual_pd_a,pred_pd_q,pred_pd_a,alpha_pred,alpha_oracle,realised_utility,oracle_utility,regret,cumulative_regret
2022-12-31,pto_linear,130,0,normal,0.0020301478666342,0.0036394831440158242,0.0036394831440158242,0.0016093352773816241,0.004511439703631556,0.017924007158001798,0.008087740320035165,0.03196060386687505,0.9177690631775535,0.9605295366987004,1.044025246253205,1.046076459845167,0.002051213591962142,0.02340226037066273
2022-12-31,pto_mlp,130,0,normal,0.0020301478666342,-0.07283305565878306,0.0005,-0.0015301478666342,0.004511439703631556,0.017924007158001798,0.0011111111111111111,0.004437042522481116,0.9177690631775535,0.9605295366987004,1.044025246253205,1.046076459845167,0.002051213591962142,0.029580326071170226
2023-03-31,pto_linear,131,0,normal,0.0023471993482625,0.0027160959998365508,0.0027160959998365508,0.00036889665157405086,0.005215998551694444,0.020701321260426564,0.006035768888525668,0.023925370734927287,0.9177690631775535,0.9568268877043393,1.0437342662119318,1.0455954809379973,0.0018612147260654854,0.025263475096728216
2023-03-31,pto_mlp,131,0,normal,0.0023471993482625,-0.06105272109658155,0.0005,-0.0018471993482624999,0.005215998551694444,0.020701321260426564,0.0011111111111111111,0.004437042522481116,0.9177690631775535,0.9568268877043393,1.0437342662119318,1.0455954809379973,0.0018612147260654854,0.03144154079723571
2023-06-30,pto_linear,132,0,normal,0.0032526371666719,0.0034333548770334953,0.0034333548770334953,0.00018071771036159544,0.007228082592604222,0.028600367102910806,0.007629677504518879,0.030171211311004753,0.9177690631775535,0.9481799209357019,1.0429032833935648,1.0443249107952577,0.0014216274016929376,0.026685102498421154
2023-06-30,pto_mlp,132,0,normal,0.0032526371666719,0.008136664148454799,0.008136664148454799,0.004884026981782899,0.007228082592604222,0.028600367102910806,0.018081475885455108,0.07038780424531232,0.8975101646627799,0.9481799209357019,1.041956233314091,1.0443249107952577,0.0023686774811666478,0.03381021827840236
2023-09-30,pto_linear,133,0,normal,0.0030098016634144,0.007398402222577078,0.007398402222577078,0.004388600559162678,0.006688448140920889,0.026486575371197585,0.01644089382794906,0.06415946039994957,0.9022473465200834,0.9503067279304358,1.0423967817616369,1.0446551016260428,0.0022583198644059443,0.028943422362827098
2023-09-30,pto_mlp,133,0,normal,0.0030098016634144,0.035115397837410495,0.035115397837410495,0.032105596173996095,0.006688448140920889,0.026486575371197585,0.07803421741646777,0.27746446232974153,0.8709993821678277,0.9503067279304358,1.0409284337191098,1.0446551016260428,0.00372666790693299,0.03753688618533535
2023-12-31,pto_linear,134,0,normal,0.0037356795289028,0.008683693421920938,0.008683693421920938,0.004948013893018138,0.008301510064228444,0.03279483348811496,0.01929709649315764,0.0749827229605331,0.8943726121091587,0.9442092243173905,1.0413775411471904,1.0436831981455859,0.0023056569983954667,0.031249079361222565
2023-12-31,pto_mlp,134,0,normal,0.0037356795289028,0.04056346535354749,0.04,0.0362643204710972,0.008301510064228444,0.03279483348811496,0.08888888888888889,0.3108950464868161,0.8709993821678277,0.9442092243173905,1.04029619454674,1.0436831981455859,0.003387003598845917,0.04092388978418127
2024-03-31,pto_linear,135,0,normal,0.0042438559454852,0.0069570419679870635,0.0069570419679870635,0.0027131860225018635,0.009430790989967111,0.037192872228761775,0.015460093262193475,0.06042100976363063,0.9055799990594466,0.9402914742167376,1.0414358488898514,1.0430241121474932,0.001588263257641831,0.032837342618864396
2024-03-31,pto_mlp,135,0,normal,0.0042438559454852,-0.11930650236418325,0.0005,-0.0037438559454852,0.009430790989967111,0.037192872228761775,0.0011111111111111111,0.004437042522481116,0.9177690631775535,0.9402914742167376,1.0419935734635293,1.0430241121474932,0.0010305386839639663,0.04195442846814523
2024-06-30,pto_linear,136,0,normal,0.0035167390405083,0.006856623292157402,0.006856623292157402,0.0033398842516491017,0.007814975645573999,0.03089536494866041,0.01523694064923867,0.05956887243289177,0.9064379569526707,0.9459726515737342,1.0421341920966194,1.0439718936236442,0.001837701527024782,0.03467504414588918
2024-06-30,pto_mlp,136,0,normal,0.0035167390405083,0.005142138544006969,0.005142138544006969,0.001625399503498669,0.007814975645573999,0.03089536494866041,0.011426974542237709,0.04493039497874729,0.9177690631775535,0.9459726515737342,1.0426608988642305,1.0439718936236442,0.0013109947594136528,0.043265423227558886
2024-09-30,pto_linear,137,1,stress,0.0121407320832962,0.007126032699783342,0.007126032699783342,-0.005014699383512857,0.026979404629547107,0.10362831102095482,0.015835628221740762,0.06185373149535567,0.9042347086757028,0.8939350887583186,0.9190170659360959,1.0338437280254436,0.11482666208934766,0.14950170623523684
2024-09-30,pto_mlp,137,1,stress,0.0121407320832962,0.07394925651010292,0.04,0.027859267916703803,0.026979404629547107,0.10362831102095482,0.08888888888888889,0.3108950464868161,0.8709993821678277,0.8939350887583186,1.0329753989647752,1.0338437280254436,0.0008683290606683602,0.044133752288227246
2024-12-31,pto_linear,138,1,stress,0.013396105600752,0.009632576409666086,0.009632576409666086,-0.0037635291910859143,0.029769123557226666,0.11386403024760983,0.021405725354813523,0.08291269384778699,0.8894247870390039,0.8886442550038723,1.0237731807183437,1.0325278404686602,0.008754659750316529,0.15825636598555337
2024-12-31,pto_mlp,138,1,stress,0.013396105600752,-0.013473867416948893,0.0005,-0.012896105600752,0.029769123557226666,0.11386403024760983,0.0011111111111111111,0.004437042522481116,0.9177690631775535,0.8886442550038723,0.7058498083240419,1.0325278404686602,0.3266780321446183,0.37081178443284557
2025-03-31,pto_linear,139,1,stress,0.019932361929763,0.011123124112051965,0.011123124112051965,-0.008809237817711034,0.04429413762169555,0.1657484925801035,0.0247180535823377,0.09526635715308962,0.8826063986828862,0.8678831120089804,0.8568920668872232,1.026095195299157,0.16920312841193386,0.3274594943974872
2025-03-31,pto_mlp,139,1,stress,0.019932361929763,0.05734549196856814,0.04,0.020067638070237002,0.04429413762169555,0.1657484925801035,0.08888888888888889,0.3108950464868161,0.8709993821678277,0.8678831120089804,0.9902824677152151,1.026095195299157,0.03581272758394194,0.4066245120167875
2025-06-30,pto_linear,140,0,normal,0.0033135955995057,0.007719576565533029,0.007719576565533029,0.004405980966027329,0.007363545776679334,0.029130446387295672,0.0171546145900734,0.06687288004363956,0.9000956170516775,0.9476616282639507,1.042022227976787,1.0442429140119618,0.0022206860351747792,0.329680180432662
2025-06-30,pto_mlp,140,0,normal,0.0033135955995057,0.03756356708863956,0.03756356708863956,0.03424997148913386,0.007363545776679334,0.029130446387295672,0.08347459353031013,0.2943683808623384,0.8709993821678277,0.9476616282639507,1.0406638293884678,1.0442429140119618,0.003579084623493989,0.4102035966402815
2025-09-30,pto_linear,141,0,normal,0.0030929652638861,0.004719982991669327,0.004719982991669327,0.0016270177277832266,0.006873256141969111,0.027210871251988067,0.010488851092598504,0.041299912049069465,0.9177690631775535,0.9495663493494898,1.0430498253262002,1.0445413417331815,0.001491516406981308,0.3311716968396433
2025-09-30,pto_mlp,141,0,normal,0.0030929652638861,-0.07140329518623247,0.0005,-0.0025929652638861,0.006873256141969111,0.027210871251988067,0.0011111111111111111,0.004437042522481116,0.9177690631775535,0.9495663493494898,1.0430498253262002,1.0445413417331815,0.001491516406981308,0.4116951130472628
2025-12-31,pto_linear,142,0,normal,0.0033660313811006,0.00651597328221036,0.00651597328221036,0.0031499419011097596,0.007480069735779111,0.02958624123582898,0.014479940627134133,0.05667385042437256,0.9099492569286792,0.9472202223168674,1.0424345450924029,1.0441726381227117,0.0017380930303088071,0.3329097898699521
2025-12-31,pto_mlp,142,0,normal,0.0033660313811006,0.12774714373770768,0.04,0.0366339686188994,0.007480069735779111,0.02958624123582898,0.08888888888888889,0.3108950464868161,0.8709993821678277,0.9472202223168674,1.0406181578550953,1.0441726381227117,0.0035544802676164,0.4152495933148792
2026-03-31,pto_linear,143,0,normal,0.0030265973007927,0.007936442539008997,0.007936442539008997,0.004909845238216297,0.0067257717795393334,0.02663288602388969,0.017636538975575548,0.06870171731545327,0.8987266253082034,0.9501560939342726,1.0422162476871017,1.0446320648274805,0.002415817140378751,0.3353256070103309
2026-03-31,pto_mlp,143,0,normal,0.0030265973007927,-0.1622381006147705,0.0005,-0.0025265973007927,0.0067257717795393334,0.02663288602388969,0.0011111111111111111,0.004437042522481116,0.9177690631775535,0.9501560939342726,1.0431107357895135,1.0446320648274805,0.0015213290379669786,0.4167709223528462
