split,model,date,feature_date,c_q_realised,k_irb_true,alpha_oracle,alpha_bayes,alpha_hat,alpha_hat_std,utility_oracle,utility_bayes_realised,utility,regret,regret_vs_bayes,regret_irreducible,alpha_oracle_panel,utility_oracle_panel,shortfall_realised_at_hat
main,blackbox_linear,2205-01-01,2204-10-01,0.0042187598531352,0.1074613202279435,0.513136078085339,0.508348007351777,0.4618840515613556,,1.06455888226412,1.063956483586729,1.058110741727003,0.006448140537117064,0.0058457418597259725,0.0006023986773910917,0.513136078085339,1.06455888226412,0.0
main,blackbox_linear,2205-04-01,2205-01-01,0.0034232461935151,0.1039738997079362,0.5246668171795944,0.519199343694833,0.43477609753608704,,1.0701833884384346,1.069452017970943,1.058158928176845,0.012024460261589542,0.011293089794097932,0.0007313704674916099,0.5246668171795944,1.0701833884384344,0.0
main,blackbox_linear,2205-07-01,2205-04-01,0.0041245385538991,0.1059429563684654,0.5174175811008095,0.5130264318981055,0.44562920928001404,,1.065585066007781,1.065028467583551,1.0564855586148525,0.00909950739292853,0.008542908968698582,0.0005565984242299482,0.5174175811008095,1.0655850660077806,0.0
main,blackbox_linear,2205-10-01,2205-07-01,0.0023262392138682,0.0973664553077119,0.5467686912881656,0.5407812984138218,0.4424377977848053,,1.0791379924305124,1.0782713915085538,1.0640373884788024,0.01510060395171009,0.014234003029751419,0.0008666009219586712,0.5467686912881656,1.0791379924305122,0.0
main,blackbox_linear,2206-01-01,2205-10-01,0.0017595730731917,0.0815489368124702,0.6005698960095712,0.5979958293189734,0.49264341592788696,,1.090328276353728,1.089941125734081,1.074095672982366,0.01623260337136201,0.015845452751714895,0.00038715061964711417,0.6005698960095709,1.0903282763537274,0.0
main,blackbox_linear,2206-04-01,2206-01-01,0.0024978021465479,0.0905813394423869,0.5672820871553147,0.5643264955366244,0.5400843024253845,,1.0811338064921456,1.0807110919311005,1.077243925508315,0.0038898809838305848,0.0034671664227854393,0.0004227145610451455,0.5672820871553147,1.0811338064921456,0.0
main,blackbox_linear,2206-07-01,2206-04-01,0.0017939302876212,0.0881997126701148,0.577388389884657,0.5729327373447376,0.5256107449531555,,1.0866433042972732,1.0859746859709911,1.078873514803424,0.0077697894938491,0.007101171167567033,0.0006686183262820666,0.577388389884657,1.086643304297273,0.0
main,blackbox_linear,2206-10-01,2206-07-01,0.0018884110772265,0.0901259893114755,0.57072934248678,0.5659577850706677,0.5017609000205994,,1.0851048134132768,1.0843932983861715,1.0748205227862804,0.010284290626996428,0.009572775599891115,0.0007115150271053139,0.57072934248678,1.0851048134132766,0.0
main,blackbox_linear,2207-01-01,2206-10-01,0.001869051208312,0.0774844893273908,0.6151819132021142,0.6141416967397252,0.5552610158920288,,1.0918524964359342,1.091697182248612,1.0829057379430453,0.00894675849288884,0.008791444305566554,0.0001553141873222863,0.6151819132021138,1.091852496435934,0.0
main,blackbox_linear,2207-04-01,2207-01-01,0.002011181421516,0.0835050746448462,0.5927111032810054,0.5904581483812867,0.5447894930839539,,1.0876549697587587,1.087321784345984,1.0805679297668285,0.007087039991930277,0.006753854579155449,0.00033318541277482794,0.5927111032810054,1.0876549697587583,0.0
main,blackbox_linear,2207-07-01,2207-04-01,0.0016647198335558,0.0872381192516666,0.5810479309926717,0.5764603884463314,0.549052357673645,,1.0879432322570681,1.0872488948399244,1.0831006125943734,0.004842619662694725,0.004148282245550972,0.0006943374171437533,0.5810479309926717,1.0879432322570677,0.0
main,blackbox_linear,2207-10-01,2207-07-01,0.0017223991728705,0.0787812781066042,0.6108598251577774,0.6089163137683289,0.5192639827728271,,1.092103006050591,1.0918099711612597,1.0782925505615413,0.013810455489049689,0.013517420599718388,0.0002930348893313006,0.6108598251577774,1.0921030060505903,0.0
main,blackbox_linear,2208-01-01,2207-10-01,0.0014125085115902,0.0762579323692651,0.6216182376943268,0.6191508022523361,0.5673125386238098,,1.0956514534156174,1.0952717769969986,1.0872951685934202,0.00835628482219719,0.007976608403578389,0.00037967641861880175,0.6216182376943268,1.095651453415617,0.0
main,blackbox_linear,2208-04-01,2208-01-01,0.0019532420796421,0.0750748973771967,0.6241100921485541,0.6240456097406609,0.5276894569396973,,1.0926601145378185,1.0926505409908172,1.078344776243088,0.014315338294730529,0.014305764747729155,9.573547001373583e-06,0.6241100921485541,1.0926601145378183,0.0
main,blackbox_linear,2208-07-01,2208-04-01,0.0006507436365878,0.0666374787022394,0.664503818194659,0.6609362847398546,0.5351763963699341,,1.107312425144918,1.1067362950214503,1.0864270082462517,0.020885416898666298,0.02030928677519861,0.0005761301234676885,0.6645038181946539,1.1073124251449165,0.0
main,blackbox_linear,2208-10-01,2208-07-01,0.0022159331046589,0.0835870865576416,0.5917054033310968,0.5901452632209975,0.5613101720809937,,1.086294711845155,1.086067179967837,1.0818618509866464,0.0044328608585084694,0.004205328981190526,0.00022753187731794355,0.5917054033310966,1.086294711845155,0.0
main,blackbox_linear,2209-01-01,2208-10-01,0.0009640220418716,0.0724407179123238,0.6385502588604764,0.6351780846977138,0.555949330329895,,1.101120678244717,1.1005866614875917,1.0880400134094046,0.013080664835312339,0.012546648078187062,0.0005340167571252774,0.6385502588604764,1.1011206782447165,0.0
main,blackbox_linear,2209-04-01,2209-01-01,0.0004523640493925,0.0613401775825524,0.6896906429346935,0.6861038928273769,0.5294818878173828,,1.112748115492368,1.1121617666423655,1.0865577714447898,0.02619034404757814,0.025603995197575724,0.0005863488500024161,0.6896906429346935,1.1127481154923675,0.0
main,blackbox_linear,2209-07-01,2209-04-01,0.0007892416844833,0.0650384220230146,0.6710163387755935,0.6683570968490159,0.6012908220291138,,1.107434804258989,1.1070090394610996,1.096271220288465,0.011163583970523971,0.01073781917263461,0.00042576479788936084,0.6710163387755935,1.107434804258989,0.0
main,blackbox_linear,2209-10-01,2209-07-01,0.0005684202618224,0.0654390273980146,0.6702078301555914,0.6664841379845333,0.5821129083633423,,1.1087853183632146,1.1081809042992647,1.0944861208872205,0.014299197475994063,0.01369478341204422,0.000604414063949843,0.6702078301555914,1.1087853183632144,0.0
main,blackbox_linear,2210-01-01,2209-10-01,0.001004263789206,0.0703434887184261,0.6470491892254928,0.6442835090685975,0.5780618190765381,,1.10220618308414,1.1017693235421224,1.0913091200766472,0.010897063007492935,0.01046020346547527,0.00043685954201766464,0.6470491892254928,1.10220618308414,0.0
main,blackbox_linear,2210-04-01,2210-01-01,0.0010796263166881,0.0661379433281445,0.6648159454862833,0.6632387351156016,0.5649676322937012,,1.104511550936687,1.1042636075726435,1.0888150229863294,0.015696527950357586,0.015448584586314151,0.00024794336404343476,0.6648159454862833,1.1045115509366867,0.0
main,blackbox_linear,2210-07-01,2210-04-01,0.0010599612192242,0.0657527029111844,0.6666103813874866,0.6650241040553422,0.5811811685562134,,1.104924732547068,1.104675051879817,1.091478141317314,0.01344659122975389,0.01319691056250294,0.00024968066725095106,0.6666103813874866,1.1049247325470672,0.0
main,blackbox_linear,2210-10-01,2210-07-01,0.0010244724129566,0.0700607831571682,0.6481500637557452,0.6455280261345964,0.5618711113929749,,1.1022490921132269,1.1018354518449591,1.088638132181426,0.013610959931800837,0.013197319663533102,0.00041364026826773426,0.6481500637557452,1.1022490921132264,0.0
main,blackbox_linear,2211-01-01,2210-10-01,0.0012962457668476,0.0870766625481495,0.5828425879729018,0.5770557533694151,0.5450035333633423,,1.0903624824054639,1.0894653057906598,1.0844960083746493,0.005866474030814528,0.0049692974160104875,0.0008971766148040405,0.5828425879729018,1.0903624824054634,0.0
main,blackbox_linear,2211-04-01,2211-01-01,0.0017057792717437,0.0942265502237582,0.5582465224638946,0.5515017949005695,0.5284807085990906,,1.0842629621364672,1.0832448982425873,1.0797700446621996,0.00449291747426761,0.0034748535803876823,0.001018063893879928,0.5582465224638946,1.0842629621364672,0.0
main,blackbox_linear,2211-07-01,2211-04-01,0.0012498242964491,0.0787004594305984,0.6129318117945841,0.6092398965240611,0.5086582899093628,,1.0953119736770158,1.0947378743656226,1.0790972578115832,0.01621471586543266,0.015640616554039477,0.0005740993113931836,0.6129318117945839,1.0953119736770154,0.0
main,blackbox_linear,2211-10-01,2211-07-01,0.0009620163511792,0.076330571930882,0.6230817260001638,0.6188523060620438,0.5648625493049622,,1.0986835818826963,1.0980137270444563,1.0894628381972322,0.009220743685464106,0.008550888847224103,0.0006698548382400027,0.6230817260001638,1.098683581882696,0.0
