split,model,date,feature_date,c_q_realised,pd_q_realised,pd_q_true,pd_a_true,k_irb_true,pd_q_hat,pd_q_hat_std,pd_a_hat,c_q_hat,k_irb_hat,alpha_oracle,alpha_bayes,alpha_hat,utility_oracle,utility_bayes_realised,utility,regret,regret_vs_bayes,regret_irreducible,alpha_oracle_panel,utility_oracle_panel,shortfall_realised_at_hat,shortfall_predicted_at_hat
main,dfl_mlp,2117-07-01,2117-04-01,0.0016504485806254,0.0036676635125008888,0.0067555670734422,0.026749673325876,0.0995513614734822,0.008206160832196474,0.0006673314380391203,0.03242280278713039,0.0036927723744884134,0.10501166246089362,0.542294025981868,0.5284293151973728,0.5104711926656311,1.0821551123103197,1.080054670820875,1.0773340958139745,0.004821016496345143,0.002720575006900372,0.002100441489444771,0.542294025981868,1.0821551123103197,0.0,0.0
main,dfl_mlp,2117-10-01,2117-07-01,0.0026322530644541,0.005849451254342444,0.0068781476457491,0.0272300364454535,0.1000386461094951,0.01013001948595047,0.000862436755663649,0.03990852170556147,0.004558508768677711,0.11158484461201557,0.5380078337393075,0.5267893423172717,0.490089068417484,1.0762235883775977,1.0746341809029372,1.0694345789721635,0.006789009405434143,0.005199601930773623,0.0015894074746605202,0.5380078337393075,1.076223588377597,0.0,0.0
main,dfl_mlp,2118-01-01,2117-10-01,0.0080874944081249,0.017972209795833114,0.0091233665012166,0.0359970817422056,0.1082129007821975,0.009575820341706277,0.0012427171721030974,0.03775660721783536,0.004309119153767825,0.109743925895789,0.501252139412382,0.5003757541550226,0.49566120550180787,1.0436716206756973,1.0435952655611431,1.0431845102461006,0.00048711042959670436,0.0004107553150425325,7.635511455417188e-05,0.501252139412382,1.0436716206756969,0.0,0.0
main,dfl_mlp,2118-04-01,2118-01-01,0.0043222718268553,0.009605048504122889,0.0116929991192014,0.0459580153710073,0.1166160085924345,0.015240403451025486,0.004488392161677487,0.05958210001847719,0.006858181552961469,0.12737218503871311,0.48986402338552987,0.4753868828035777,0.4463359766335692,1.0611239012560765,1.059317483007016,1.0556925899032874,0.00543131135278907,0.003624893103728599,0.0018064182490604708,0.4898640233855298,1.061123901256076,0.0,0.0
main,dfl_mlp,2118-07-01,2118-04-01,0.002204587022536,0.004899082272302222,0.0098166022336355,0.0386919895058927,0.1105480559993848,0.025518587231636046,0.010839365442700581,0.09823320574344652,0.011483364254236222,0.1534527772147428,0.5103273770996848,0.493214319288468,0.3859086610841098,1.074484388224759,1.0719866667641398,1.0563249628010278,0.018159425423731168,0.01566170396311195,0.0024977214606192177,0.5103273770996848,1.074484388224759,0.0,0.0
main,dfl_mlp,2118-10-01,2118-07-01,0.005360479687572,0.011912177083493333,0.0066643525381296,0.0263921105628481,0.0991848734232313,0.014467130601406097,0.0029317838521757526,0.056624803151352654,0.006510208770632743,0.1250990968577748,0.5326363516892819,0.5296675067566516,0.4522258724843618,1.0609310436428707,1.0605914220237576,1.0517324705409032,0.009198573101967478,0.008858951482854316,0.0003396216191131618,0.5326363516892819,1.0609310436428705,0.0,0.0
main,dfl_mlp,2119-01-01,2118-10-01,0.006906748967124,0.015348331038053333,0.0090268311903834,0.03562135819165,0.1078825448914854,0.008380350191146135,0.0012980798299459557,0.033102368433340246,0.003771157586015761,0.10563130405554025,0.5050778103004517,0.5014026624392179,0.5084919557463845,1.0499686156843768,1.0496050240806354,0.9827100605629768,0.0672585551214,0.06689496351765856,0.00036359160374144217,0.5050778103004517,1.0499686156843766,0.006759632510099367,0.0
main,dfl_mlp,2119-04-01,2119-01-01,0.0041332681493488,0.009185040331886222,0.0074143970581055,0.0293293758829615,0.1021075658162072,0.014729085564613342,0.0039479337258751445,0.0576274010860085,0.006628088504076004,0.12587359216092645,0.5278692930211238,0.5199073987998587,0.4502049611851106,1.066863787868914,1.0658552760776736,1.0570262552116463,0.009837532657267722,0.008829020866027326,0.0010085117912403962,0.5278692930211238,1.0668637878689138,0.0,0.0
main,dfl_mlp,2119-07-01,2119-04-01,0.0051339468534452,0.011408770785433777,0.0069852006074735,0.0276494052003167,0.1004595430691411,0.015034936368465424,0.0035623257349983754,0.05879699305401198,0.006765721365809441,0.12677209468129086,0.5296792747523542,0.5253786405317722,0.4478787938058841,1.0617926656988956,1.0612909514250837,1.052249778117543,0.009542887581352577,0.009041173307540618,0.0005017142738119595,0.5296792747523542,1.0617926656988956,0.0,0.0
main,dfl_mlp,2119-10-01,2119-07-01,0.0029480455443989,0.006551212320886444,0.0064098816524403,0.0253940588653974,0.0981435275510238,0.012615587934851647,0.0006686835763850731,0.04951543929369917,0.005677014570683241,0.11949533167799474,0.5426184050598543,0.5332079792072847,0.46730613409415817,1.0751632543366,1.073859726433424,1.064731032862953,0.010432221473647196,0.00912869357047108,0.001303527903176116,0.5426184050598543,1.0751632543366,0.0,0.0
main,dfl_mlp,2120-01-01,2119-10-01,0.001270891033853,0.002824202297451111,0.0029644179741487,0.011805049378357,0.0782326216691502,0.011908818408846856,0.0017019034337435077,0.046791089419524146,0.005358968283981085,0.11729505016360194,0.6146148681237001,0.6074802638048301,0.47345990684465505,1.0954442125930701,1.0943362721140888,1.0735241048449247,0.021920107748145456,0.020812167269164128,0.0011079404789813285,0.6146148681236988,1.0954442125930697,0.0,0.0
main,dfl_mlp,2120-04-01,2120-01-01,0.0004720050914088,0.0010489002031306668,0.0023880627238365,0.0095180882763783,0.0725440959502291,0.006575126200914383,0.0008091919317825722,0.026042246258187074,0.0029588067904114724,0.09882300368927675,0.6401388675227953,0.6314168122385303,0.5308941019696649,1.1045218416970353,1.1030977049542958,1.0866843619396178,0.01783747975741745,0.016413343014678006,0.0014241367427394458,0.6401388675227953,1.104521841697035,0.0,0.0
main,dfl_mlp,2120-07-01,2120-04-01,0.0004784311019828,0.0010631802266284445,0.0031398482324685,0.0125003647697639,0.0797332130242862,0.0053898213431239125,0.0008336308486536906,0.021385609784912107,0.0024254196044057605,0.09361685648062644,0.6119514940698453,0.6013984797915328,0.5489777834015432,1.0998800847270553,1.0981576672308029,1.0896017871526906,0.010278297574364714,0.008555880078112255,0.0017224174962524597,0.6119514940698452,1.099880084727055,0.0,0.0
main,dfl_mlp,2120-10-01,2120-07-01,0.0030718935704003,0.006826430156445111,0.0039682640926163,0.0157788233579628,0.0857815267159777,0.007438132539391518,0.001880966490091617,0.029422218285578228,0.003347159642726183,0.10219701552592085,0.5812148301224445,0.577759393023115,0.5196128346377518,1.0797897904638263,1.0793154243812224,1.0713330029609305,0.008456787502895802,0.00798242142029193,0.00047436608260387203,0.5812148301224443,1.079789790463826,0.0,0.0
main,dfl_mlp,2121-01-01,2120-10-01,0.0007067679870889,0.001570595526864222,0.002884720598532,0.0114890486694023,0.0775192629152488,0.006722699292004109,0.0011233534156411856,0.026620842331960604,0.003025214681401849,0.09941969507532761,0.6194787754427651,0.6104039883691267,0.528873683290789,1.0996941566027447,1.098233730064306,1.0851128689072154,0.014581287695529355,0.013120861157090546,0.0014604265384388082,0.6194787754427651,1.0996941566027445,0.0,0.0
main,dfl_mlp,2121-04-01,2121-01-01,0.0008252180620102,0.0018338179155782221,0.0025282220353137,0.0100746013010761,0.0740502991776678,0.005586385913193226,0.0005635853768244611,0.02215899378661712,0.0025138736609369517,0.09454142454485817,0.6326090303481838,0.6249361672375114,0.545706789698871,1.1010579131181542,1.0998321899678232,1.0871754696751992,0.013882443442954973,0.01265672029262399,0.0012257231503309818,0.6326090303481804,1.1010579131181528,0.0,0.0
main,dfl_mlp,2121-07-01,2121-04-01,0.0005699536478097,0.0012665636617993333,0.0014153755736086,0.0056494939039551,0.0588075518096877,0.004049687925726175,0.00048324507793055956,0.01610061725924994,0.001822359566576779,0.08630195137162078,0.7013729083229484,0.6961349957025027,0.5757863844237754,1.1138331481225197,1.112983032476334,1.0934503970815794,0.020382751040940228,0.019532635394754472,0.0008501156461857562,0.7013729083229484,1.1138331481225197,0.0,0.0
main,dfl_mlp,2121-10-01,2121-07-01,0.0003075120115086,0.0006833600255746666,0.0012477621213431,0.0049817147916947,0.0555968184106055,0.003102579014375806,0.0006408202755713849,0.012352679447260262,0.0013961605564691128,0.07942205937293505,0.7188848631018406,0.7129587507094163,0.6026520679483657,1.118561999698154,1.1175846363236484,1.0993923199187792,0.019169679779374782,0.01819231640486918,0.000977363374505602,0.7188848631018406,1.1185619996981533,0.0,0.0
main,dfl_mlp,2122-01-01,2121-10-01,0.0011754623033389,0.002612138451864222,0.0018779197466819,0.0074905459693973,0.0661890263905196,0.0039950578939169645,0.0007250003289852832,0.015884723447763704,0.0017977760522626342,0.08595400760223268,0.6641672267131112,0.660017072193225,0.5771044754446017,1.1037730587066585,1.1031246162492292,1.0901699063149601,0.013603152391698403,0.01295470993426906,0.0006484424574293435,0.6641672267131112,1.1037730587066583,0.0,0.0
main,dfl_mlp,2122-04-01,2122-01-01,0.0006536092481696,0.0014524649959324445,0.001702042955677,0.0067908098359131,0.0636017495993615,0.00516405301168561,0.0009184716255456015,0.020496757522912912,0.0023238238552585246,0.09251706970938782,0.6781713509417989,0.672296037370933,0.5529022636404726,1.10950019629003,1.1085515452029822,1.0892737599631062,0.02022643632692378,0.019277785239876,0.0009486510870477805,0.6781713509417989,1.1095001962900295,0.0,0.0
main,dfl_mlp,2122-07-01,2122-04-01,0.001302089008959,0.00289353113102,0.002362731861342,0.0094174851629322,0.072262187890659,0.0035986573901027443,0.0012928019790943981,0.014317113797907122,0.001619395825546235,0.0832680015911776,0.6379004162791954,0.632641787581911,0.5874205374279523,1.0988612387264296,1.0980462611315749,1.0910379120336788,0.007823326692750765,0.007008349097896049,0.0008149775948547155,0.6379004162791932,1.0988612387264292,0.0,0.0
main,dfl_mlp,2122-10-01,2122-07-01,0.0009482078370109,0.002107128526690889,0.0020742832802887,0.0082713528955502,0.0688171693794457,0.007177451811730862,0.001342996849246415,0.028402188715090926,0.003229853315278888,0.10120519431328838,0.6537427029930181,0.6479319876924915,0.522892806323478,1.1036299345591603,1.1027088320465372,1.0828878808936189,0.020742053665541382,0.019820951152918376,0.0009211025126230066,0.6537427029930181,1.1036299345591598,0.0,0.0
main,dfl_mlp,2123-01-01,2122-10-01,0.0005558848060827,0.0012352995690726666,0.0028041560979935,0.0111695327811978,0.0767765063020564,0.005693543795496225,0.0005562116090761133,0.02258041374315689,0.0025620947079733015,0.09503366238799285,0.622927244080675,0.6134710703417324,0.5439758036492858,1.1011890191027591,1.099652947347668,1.0883640561718273,0.012824962930931827,0.011288891175840643,0.001536071755091184,0.622927244080675,1.101189019102759,0.0,0.0
main,dfl_mlp,2123-04-01,2123-01-01,0.0006171154266754,0.0013713676148342222,0.0019060109009609,0.0076022740225351,0.0665808664377965,0.0059405768290162085,0.0008308401392405827,0.02355140193487093,0.0026732595730572938,0.0961395417017553,0.6649025284929541,0.65819106898121,0.540113430826785,1.1076004087111315,1.1065143009651603,1.087405933075722,0.020194475635409548,0.01910836788943837,0.0010861077459711765,0.6649025284929535,1.1076004087111313,0.0,0.0
main,dfl_mlp,2123-07-01,2123-04-01,0.0012659280453527,0.002813173434117111,0.0025706950678649,0.0102431973424735,0.0744896795856937,0.004086520755663514,0.0006779652474793406,0.01624615780635308,0.0018389343400485815,0.0865337826424131,0.6291064514252194,0.6230656828507529,0.5749104178614446,1.0977258488357218,1.0967874714987502,1.0893069979853602,0.008418850850361537,0.007480473513389985,0.000938377336971552,0.6291064514252194,1.0977258488357216,0.0,0.0
main,dfl_mlp,2123-10-01,2123-07-01,0.0017624664466197,0.003916592103599333,0.0027466537136128,0.0109414330419965,0.0762323966058662,0.006237519811838866,0.0004287918754266648,0.024717608537294877,0.0028068839153274896,0.09742098886605009,0.6203671604740131,0.6157329606709888,0.5356838079705368,1.0932879199104324,1.0925910505601215,1.0805536323635947,0.012734287546837697,0.012037418196526817,0.0006968693503108803,0.6203671604740131,1.0932879199104322,0.0,0.0
main,dfl_mlp,2124-01-01,2123-10-01,0.0007350897118623,0.0016335326930273333,0.0025684682373596,0.0102343585084382,0.0744668317263995,0.0049577498808503154,0.000618656043824276,0.019684010647740502,0.002230987446382642,0.09147263250209194,0.6313054716387562,0.623162730499843,0.5566632572385017,1.1014186576628708,1.1001105336039083,1.0894274528823904,0.011991204780480436,0.010683080721517912,0.0013081240589625232,0.6313054716387562,1.1014186576628702,0.0,0.0
