feature_time,time,stage,model,train_size,true_stress_probability,stress_regime,predicted_stress_probability,predicted_delta,base_mixture_mean,predicted_mean_charge_off,true_conditional_mean_charge_off,realised_charge_off_rate,predicted_normal_mean,predicted_stress_mean,predicted_alpha,oracle_alpha,predicted_realised_utility,oracle_utility,regret,cumulative_regret
2095-07-01,2095-07-01,stage_2_delta,pto_delta_mlp,382,0.2411818529383229,1,0.4483182709287038,-0.001375537298557908,0.009776209821615372,0.008400672523057463,0.008077691194094247,0.0119235280701701,0.004724462701442092,0.012924462701442093,0.47314198270127206,0.4598968544611977,0.8921537093219611,1.1751124966950883,0.2829587873731272,35.89835401624172
2095-10-01,2095-10-01,stage_2_delta,pto_delta_linear,383,0.3117587477279575,0,0.022200806835878228,0.004718437936047917,0.006282046616054201,0.011000484552102119,0.00865642173136925,-0.0033198760107638,0.010818437936047916,0.01901843793604792,0.4506466189495227,0.9999999700466812,1.2402842184705847,1.5331987441365658,0.2929145256659811,18.94660737659143
2095-10-01,2095-10-01,stage_2_delta,pto_delta_mlp,383,0.3117587477279575,0,0.9999986949816292,0.0004692048443596069,0.014299989298849358,0.014769194143208965,0.00865642173136925,-0.0033198760107638,0.006569204844359607,0.014769204844359608,0.4053884636519189,0.9999999700466812,1.2161526261811435,1.5331987441365658,0.31704611795542226,36.21540013419714
2096-01-01,2096-01-01,stage_2_delta,pto_delta_linear,384,0.5128719450324972,1,0.013686121464307931,0.006010092312581146,0.0062122261960073245,0.01222231850858847,0.010305549949266479,0.0176797791393385,0.012110092312581146,0.020310092312581147,0.43737981711739493,0.4094235821564938,0.45854302426409155,1.1323266060086106,0.673783581744519,19.620390958335946
2096-01-01,2096-01-01,stage_2_delta,pto_delta_mlp,384,0.5128719450324972,1,0.9999987799286474,-0.003719123122913148,0.014299989995414908,0.01058086687250176,0.010305549949266479,0.0176797791393385,0.0023808768770868525,0.010580876877086852,0.44700234179041615,0.4094235821564938,0.22662690498101057,1.1323266060086106,0.9056997010276,37.12109983522474
2096-04-01,2096-04-01,stage_2_delta,pto_delta_linear,385,0.511644946882905,1,0.008109328378549354,0.006404243504957002,0.0061664964927041046,0.012570739997661107,0.010295488564439821,0.0096165535842036,0.012504243504957002,0.020704243504957004,0.4341914680802254,0.4913842711225017,1.1753414788541376,1.1984379038244068,0.023096424970269203,19.643487383306216
2096-04-01,2096-04-01,stage_2_delta,pto_delta_mlp,385,0.511644946882905,1,0.9998050093724223,-0.004837522239284279,0.014298401076853864,0.009460878837569584,0.010295488564439821,0.0096165535842036,0.001262477760715721,0.00946247776071572,0.46196523237336273,0.4913842711225017,1.1865574820751061,1.1984379038244068,0.011880421749300707,37.13298025697404
2096-07-01,2096-07-01,stage_2_delta,pto_delta_linear,386,0.4569227129616854,0,0.007418711971283914,0.006205906726605177,0.006160833438164528,0.012366740164769706,0.009846766246285821,0.0026085994890054,0.012305906726605177,0.020505906726605176,0.4363769769563771,0.6751755510686981,1.2068051608871673,1.319975149559281,0.11316998867211381,19.75665737197833
2096-07-01,2096-07-01,stage_2_delta,pto_delta_mlp,386,0.4569227129616854,0,0.09070906733879813,-0.0028071724683228706,0.006843814352178144,0.004036641883855274,0.009846766246285821,0.0026085994890054,0.0032928275316771297,0.01149282753167713,0.5770187459205497,0.6751755510686981,1.273457264902726,1.319975149559281,0.04651788465655504,37.179498141630596
2096-10-01,2096-10-01,stage_2_delta,pto_delta_linear,387,0.0591472899960912,0,0.2374943258384144,-0.0010798954719691547,0.008047453471874999,0.006967557999905843,0.006585007777967948,0.0077649157092696,0.005020104528030846,0.013220104528030845,0.4991945946587809,0.5239202486097482,1.210835257828906,1.2212781586165309,0.010442900787624776,19.767100272765955
2096-10-01,2096-10-01,stage_2_delta,pto_delta_mlp,387,0.0591472899960912,0,2.0449408729768993e-06,0.0019231160750652519,0.006100016768515158,0.008023132843580411,0.006585007777967948,0.0077649157092696,0.008023116075065253,0.016223116075065252,0.4968374772765405,0.5239202486097482,1.2098397273156853,1.2212781586165309,0.011438431300845542,37.19093657293144
2097-01-01,2097-01-01,stage_2_delta,pto_delta_linear,388,0.0516874538928286,0,0.5230771663292406,-0.002827578241204483,0.010389232763899772,0.007561654522695289,0.006523837121921196,0.0073834368059904,0.0032724217587955175,0.011472421758795518,0.4875170079676242,0.5316031485698148,1.2077629937820675,1.2265509917515998,0.018787997969532233,19.785888270735487
2097-01-01,2097-01-01,stage_2_delta,pto_delta_mlp,388,0.0516874538928286,0,0.04528061104976793,0.0010025205287190785,0.006471301010608097,0.007473821539327175,0.006523837121921196,0.0073834368059904,0.007102520528719079,0.015302520528719079,0.5021533933334806,0.5316031485698148,1.2140005182008264,1.2265509917515998,0.012550473550773322,37.203487046482216
2097-04-01,2097-04-01,stage_2_delta,pto_delta_linear,389,0.0214888263620893,0,0.19878844000047696,-0.0024475215080223766,0.007730065208003911,0.005282543699981534,0.0062762083761691324,0.0098539547329289,0.003652478491977624,0.011852478491977623,0.5360648726066767,0.4877244364320752,0.22406657383150708,1.1958020730285883,0.9717354991970812,20.757623769932568
2097-04-01,2097-04-01,stage_2_delta,pto_delta_mlp,389,0.0214888263620893,0,0.4354370405351308,-0.005721007849596144,0.009670583732388072,0.003949575882791928,0.0062762083761691324,0.0098539547329289,0.0003789921504038568,0.008578992150403857,0.5679637234790981,0.4877244364320752,-0.4171615889112128,1.1958020730285883,1.6129636619398011,38.81645070842201
2097-07-01,2097-07-01,stage_2_delta,pto_delta_linear,390,0.1540084804889345,0,0.1149109613410805,0.0018205437783988137,0.00704226988299686,0.008862813661395675,0.007362869540009262,0.0092600116773932,0.007920543778398815,0.016120543778398815,0.4709788012407573,0.4970848397416821,1.191876708627438,1.2025123056642095,0.010635597036771527,20.76825936696934
2097-07-01,2097-07-01,stage_2_delta,pto_delta_mlp,390,0.1540084804889345,0,0.9965697707326686,-0.005308392289964087,0.014271872120007882,0.008963479830043796,0.007362869540009262,0.0092600116773932,0.0007916077100359135,0.008991607710035914,0.4692412802571291,0.4970848397416821,1.191168842781605,1.2025123056642095,0.011343462882604571,38.82779417130462
